"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@fs_andika @KompasTV @wa_riedin Rakyat menengah kebawah ngelu liat aja mobil cuma Avanza lalu di negara mana sudah… https://t.co/uoWPCfnUlV",FALSE,0,"fs_andika",2022-12-08 14:22:38,TRUE,"1600789328497901569","1600858396844232706","1147684430976184320","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OxDyanA",0,FALSE,FALSE,NA,NA
"2","RT @idextratime: 🚨 BREAKING: Endrick (16/CF/🇧🇷) ke Real Madrid = HERE WE GO!

• Biaya transfer €60 juta + pajak €12 juta
• Endrick baru aka…",FALSE,0,NA,2022-12-08 14:22:10,FALSE,NA,"1600858275947290624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raf8756",4,TRUE,FALSE,NA,NA
"3","DPRD Minta Pemprov DKI Jakarta Optimalkan Penerimaan Pajak Usai Hibah Aset Jalan Nasional https://t.co/C5PtUqx1mR",FALSE,0,NA,2022-12-08 14:21:49,FALSE,NA,"1600858188194222081",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>","aktualofficial",0,FALSE,FALSE,NA,NA
"4","@mengenthusiast Sekitar 72k seinget ku, ama pajak jd 80an soalnya",FALSE,0,"mengenthusiast",2022-12-08 14:21:19,FALSE,"1600850037046620160","1600858064575340544","1017381570464833537","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","claisyeo",0,FALSE,FALSE,NA,NA
"5","RT @detikcom: Dirjen Pajak Kemenkeu, Suryo Utomo, mengakui dirinya merupakan PNS dengan gaji tertinggi di Indonesia! Berapa ya total hartan…",FALSE,0,NA,2022-12-08 14:20:17,FALSE,NA,"1600857802792124416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AjiHendr",2,TRUE,FALSE,NA,NA
"6","RT @idextratime: 🚨 BREAKING: Endrick (16/CF/🇧🇷) ke Real Madrid = HERE WE GO!

• Biaya transfer €60 juta + pajak €12 juta
• Endrick baru aka…",FALSE,0,NA,2022-12-08 14:20:16,FALSE,NA,"1600857799747309569",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","loginpage_",4,TRUE,FALSE,NA,NA
"7","AMO open joki tugas apapun ya⚡️

matpel ipa ips soshum, manajemen bisnis, statistika, sdm, keuangan, ekonomi, pajak… https://t.co/yOINrij5tI",FALSE,0,NA,2022-12-08 14:19:56,TRUE,NA,"1600857713789239296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amourbie",0,FALSE,FALSE,NA,NA
"8","RT @SoftWarNews: Orang-orang diminta untuk membuat beban minimum pada jaringan, dan media lokal menerbitkan catatan tentang cara mendapatka…",FALSE,0,NA,2022-12-08 14:19:45,FALSE,NA,"1600857668083908609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MahaBhisma",1,TRUE,FALSE,NA,NA
"9","Orang bijak taat pajak, orang jahat makan pajak. orang gila tak diajak #KataBajak",FALSE,0,NA,2022-12-08 14:19:41,FALSE,NA,"1600857652824875010",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","RofiPareno",0,FALSE,FALSE,NA,NA
"10","RT @detikcom: Direktur Jenderal Pajak Kementerian Keuangan Suryo Utomo mengaku ia merupakan ASN/PNS dengan bayaran termahal di Indonesia. B…",FALSE,0,NA,2022-12-08 14:19:08,FALSE,NA,"1600857513913565184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HendragunaSonny",5,TRUE,FALSE,NA,NA
"11","@an_ti_ka_drun mati saja klo gak mau bayar pajak",FALSE,0,"an_ti_ka_drun",2022-12-08 14:19:07,FALSE,"1600700219192025090","1600857510189355009","1513748060341702656","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","warenk71853443",0,FALSE,FALSE,NA,NA
"12","RT @idextratime: 🚨 BREAKING: Endrick (16/CF/🇧🇷) ke Real Madrid = HERE WE GO!

• Biaya transfer €60 juta + pajak €12 juta
• Endrick baru aka…",FALSE,0,NA,2022-12-08 14:19:04,FALSE,NA,"1600857498659221505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kevintousart",4,TRUE,FALSE,NA,NA
"13","🚨 BREAKING: Endrick (16/CF/🇧🇷) ke Real Madrid = HERE WE GO!

• Biaya transfer €60 juta + pajak €12 juta
• Endrick b… https://t.co/DWzBlqDM1x",FALSE,60,NA,2022-12-08 14:18:45,TRUE,NA,"1600857417759469569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","idextratime",4,FALSE,FALSE,NA,NA
"14","Iyalah, mosok telat nakalnya gara-gara tukin melebihi tetangga instansi dan baru bisa gaya-gayaan main gila. 
Cc… https://t.co/8eFUnR8Rem",FALSE,0,NA,2022-12-08 14:16:11,TRUE,NA,"1600856773451448322",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","didikw",0,FALSE,FALSE,NA,NA
"15","DIJUAL Mobil Suzuki SX4 2008, Bandung. Pajak 28.05.2015 Asuransi Oktober 2015. *125jt. Hub 081910207000 / 74BE013E https://t.co/mB4905QI9w",FALSE,0,NA,2022-12-08 14:15:53,FALSE,NA,"1600856697203032066",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","mobiljual88",0,FALSE,FALSE,NA,NA
"16","RT @yeyowhyu: LIST MERCH KWANGYA

(mostly nct)
(harga sudah termasuk pajak) https://t.co/t8J6dxuuIW",FALSE,0,NA,2022-12-08 14:15:32,FALSE,NA,"1600856609814908930",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mochibbrry",2904,TRUE,FALSE,NA,NA
"17","RT @yeyowhyu: LIST MERCH KWANGYA

(mostly nct)
(harga sudah termasuk pajak) https://t.co/t8J6dxuuIW",FALSE,0,NA,2022-12-08 14:13:15,FALSE,NA,"1600856034868088832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heiitsbiyu",2904,TRUE,FALSE,NA,NA
"18","@kring_pajak min ko tiap klik menu bayar di djponline selalu keluar notif kesalahan ya?",FALSE,0,"kring_pajak",2022-12-08 14:12:44,FALSE,NA,"1600855902088986624","4564565058","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catncer",0,FALSE,FALSE,NA,NA
"19","@andikamalreza @dwianggita___ Duit pajak gw dipake ginian",FALSE,0,"andikamalreza",2022-12-08 14:10:24,FALSE,"1600352431845801984","1600855317231067137","499262326","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bocah_innocent",0,FALSE,FALSE,NA,NA
"20","@dillan_daberkah Pajak jalan 😈",FALSE,0,"dillan_daberkah",2022-12-08 14:10:00,FALSE,"1600850157914198016","1600855216844591109","1316332687007727618","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sabrina_kki",0,FALSE,FALSE,NA,NA
"21","RT @muhamadainulfth: ijin jualan guys, 
Vespa Excel Tahun 2000
pajak on
full paper
keliatrikan aman banget
mulus tinggal gass aja jon
dm aj…",FALSE,0,NA,2022-12-08 14:08:22,FALSE,NA,"1600854806016700419",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","godtamajanitra",3,TRUE,FALSE,NA,NA
"22","RT @detikcom: Direktur Jenderal Pajak Kementerian Keuangan Suryo Utomo mengaku ia merupakan ASN/PNS dengan bayaran termahal di Indonesia. B…",FALSE,0,NA,2022-12-08 14:07:08,FALSE,NA,"1600854492634701825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RUDIHAR85034371",5,TRUE,FALSE,NA,NA
"23","@Ridwandasitisar Emang rakyat tu kurang bantu apa sih pak?
Pajak n biaya apapun naik kan mau ga mau jg tetep byr ka… https://t.co/LgVRlibu9E",FALSE,0,"Ridwandasitisar",2022-12-08 14:06:49,TRUE,"1600815125522710528","1600854415724138496","1219820343881154561","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Teguhpur888",0,FALSE,FALSE,NA,NA
"24","RT @gadtorade: Sebentar lagi liburan akhir tahun. Banyak dari kita mungkin akan ke LN untuk berlibur.
Mungkin pulangnya mau bawa device ele…",FALSE,0,NA,2022-12-08 14:06:24,FALSE,NA,"1600854308496740353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","el_giallorossi",73,TRUE,FALSE,NA,NA
"25","@kring_pajak min, proses validasi ebunifikasi 2 hari ini kok lama banget yaaa?",FALSE,0,"kring_pajak",2022-12-08 14:06:06,FALSE,NA,"1600854232034603008","4564565058","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bleomoonlight",0,FALSE,FALSE,NA,NA
"26","@noire172 Maksih Infonya,",FALSE,0,"noire172",2022-12-08 14:05:57,FALSE,"1600846023114432512","1600854197305769986","725349607807455232","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","engineer_pajak",0,FALSE,FALSE,NA,NA
"27","RT @muhamadainulfth: ijin jualan guys, 
Vespa Excel Tahun 2000
pajak on
full paper
keliatrikan aman banget
mulus tinggal gass aja jon
dm aj…",FALSE,0,NA,2022-12-08 14:05:36,FALSE,NA,"1600854109992910853",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yanuarmirza",3,TRUE,FALSE,NA,NA
"28","@imnotsyl Sama sama lain kali ngutang lagi ya dipotong pajak",FALSE,1,"imnotsyl",2022-12-08 14:05:07,FALSE,"1600847750102675456","1600853985313030144","1420974593389465603","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kolagens",0,FALSE,FALSE,NA,NA
"29","RT @detikcom: Direktur Jenderal Pajak Kementerian Keuangan Suryo Utomo mengaku ia merupakan ASN/PNS dengan bayaran termahal di Indonesia. B…",FALSE,0,NA,2022-12-08 14:04:54,FALSE,NA,"1600853931361718272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eko_alaya",5,TRUE,FALSE,NA,NA
"30","RT @HoldenKlasik: 7. Starlet SE 1993
45jt nego
Pajak on
List kaca utuh
Mesin sehat bertenaga
Kipas radiator otomatis
Ac dingin
Lampu full k…",FALSE,0,NA,2022-12-08 14:03:44,FALSE,NA,"1600853639991824384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Irhamtriyuda",1,TRUE,FALSE,NA,NA
"31","RT @VIVAcoid: Tak Bayar Pajak Rp2.5 M, Direktur Perusahaan di Mojokerto Ditahan https://t.co/RreBqrhLfJ https://t.co/TT52uXLucM",FALSE,0,NA,2022-12-08 14:03:07,FALSE,NA,"1600853483384897537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RUDIHAR85034371",2,TRUE,FALSE,NA,NA
"32","Kejari Kabupaten Mojokerto menerima pelimpahan tersangka tindak pidana perpajakan dari petugas Kantor Wilayah Direk… https://t.co/S8SWi81Xag",FALSE,0,NA,2022-12-08 14:02:05,TRUE,NA,"1600853221949730816",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ngopibareng_id",0,FALSE,FALSE,NA,NA
"33","@bbjrjswn @yaafiii @novemmbear @AREAJULID Karena pajak kendaraan mahal dan punya mobil ga boleh lewat dri 10 tahun,… https://t.co/x5pOL6oPEb",FALSE,0,"bbjrjswn",2022-12-08 14:01:05,TRUE,"1600662080842973184","1600852969721040896","1015099283790487552","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jordi_Riantama_",0,FALSE,FALSE,NA,NA
"34","@DKIJakarta buanyak diluaran sana saya lihat reklame terpajang dan tidak melapor otomatis tidak bayar pajak didiemi… https://t.co/5bE9tKBygN",FALSE,0,"DKIJakarta",2022-12-08 14:00:47,TRUE,NA,"1600852896286855169","166014938","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","riandanar",0,FALSE,FALSE,NA,NA
"35","RT @yeyowhyu: LIST MERCH KWANGYA

(mostly nct)
(harga sudah termasuk pajak) https://t.co/t8J6dxuuIW",FALSE,0,NA,2022-12-08 14:00:40,FALSE,NA,"1600852867908149248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","caramelhzl",2904,TRUE,FALSE,NA,NA
"36","@lampungbase Buat aja, biar Nik kita udh tercantum d dinas pajak , kalo udah ad penghasilan baru ada ppn",FALSE,0,"lampungbase",2022-12-08 13:59:29,FALSE,"1600849798252437505","1600852571002109953","976734429392470016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khoir_twin",0,FALSE,FALSE,NA,NA
"37","RT @detikcom: Dirjen Pajak Kemenkeu Suryo Utomo punya harta Rp 14.452.944.568. Dari harta itu terdiri terdapat mobil dan motor senilai Rp 9…",FALSE,0,NA,2022-12-08 13:58:28,FALSE,NA,"1600852311374716928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chuk_prasetyo",2,TRUE,FALSE,NA,NA
"38","RT @HoldenKlasik: fs Vw beetle 1200 1974

•Surat komplit pajak on
•plat AA purworejo 
•cat + interior bagus
•kelistrikan nyala
•spedo,wiper…",FALSE,0,NA,2022-12-08 13:58:24,FALSE,NA,"1600852295247200256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dimasfalahhh",17,TRUE,FALSE,NA,NA
"39","RT @yeyowhyu: LIST MERCH KWANGYA

(mostly nct)
(harga sudah termasuk pajak) https://t.co/t8J6dxuuIW",FALSE,0,NA,2022-12-08 13:58:13,FALSE,NA,"1600852248459767808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","exhalebungle",2904,TRUE,FALSE,NA,NA
"40","@detikcom kerajaan endorse,uang rakyat.trimakasih pahlawan pajak",FALSE,0,"detikcom",2022-12-08 13:57:37,FALSE,"1600755499456233472","1600852097528102916","69183155","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hamidwiwit5",0,FALSE,FALSE,NA,NA
"41","Jokowi mana bisa di pegang omongannya..!
Jokowi yg bisa dipegang, 
1. Ijazah palsunya.. itu 100% fajka
2. Jkw ketur… https://t.co/Tms6bGX5V9",FALSE,0,NA,2022-12-08 13:57:15,TRUE,NA,"1600852008323293184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pajak_11_persen",0,FALSE,FALSE,NA,NA
"42","@JUNGWONxTTA @EUNCHAExTTA ASIKKKS SELAMAT JADIAAAN. SEMIGAA KALIAN LANGGENG PAJAK JADIANNYAAAA YAA 🫶🤧",FALSE,0,"JUNGWONxTTA",2022-12-08 13:57:09,FALSE,"1600851744736841728","1600851982520307715","1589865643993862145","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","COACHxDION",0,FALSE,FALSE,NA,NA
"43","@lampungbase Gpp, blm aktif sebagai wajib pajak ntr",FALSE,0,"lampungbase",2022-12-08 13:57:02,FALSE,"1600849798252437505","1600851951633068032","976734429392470016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BelumAktif",0,FALSE,FALSE,NA,NA
"44","@DKIJakarta aturan macam apa ini ceritanya sih pemutihan tapi kok itungan pajak reklame tahun-tahun sebelumnya ikut… https://t.co/SGzTMoLiyQ",FALSE,0,"DKIJakarta",2022-12-08 13:56:59,TRUE,NA,"1600851941479034880","166014938","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","riandanar",0,FALSE,FALSE,NA,NA
"45","Penerimaan Pajak Lampaui Target, Kemenkeu Pede Defisit di Bawah 3 Persen https://t.co/cSjclMay5G",FALSE,1,NA,2022-12-08 13:56:08,FALSE,NA,"1600851725786963973",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","VIVAcoid",0,FALSE,FALSE,NA,NA
"46","Penerimaan pajak capai target, Kemenkeu yakin defisit APBN 2022 hanya 2,8 persen. #kumparanBISNIS #dailyupdate https://t.co/jWf5aeBbLT",FALSE,0,NA,2022-12-08 13:56:05,FALSE,NA,"1600851712285507586",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","kumparan",0,FALSE,FALSE,NA,NA
"47","@geloraco 🤣 gajinya dr pajak rakyat gak ya?",FALSE,0,"geloraco",2022-12-08 13:55:58,FALSE,"1600522880349278208","1600851685173334018","3319260420","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ghust11",0,FALSE,FALSE,NA,NA
"48","Pajak motor 6 tahun 5jt!!! Monanges 🥲🥲",FALSE,0,NA,2022-12-08 13:55:39,FALSE,NA,"1600851604642869248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","regimoo",0,FALSE,FALSE,NA,NA
"49","RT @AzzamIzzulhaq: Dulu. Baik itu Portugis, Spanyol, Inggris, Belanda hingga Jepang, 'harus' berdarah-darah ketika akan menguasai tanah.…",FALSE,0,NA,2022-12-08 13:55:19,FALSE,NA,"1600851521087774720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","y03_n4n4",749,TRUE,FALSE,NA,NA
"50","@Irvansya7 @neohistoria_id Enak zaman meganthropus paleojavanicus semuanya gratis. Gak perlu bayar listrik, air, pa… https://t.co/boqx0WCFuY",FALSE,0,"Irvansya7",2022-12-08 13:54:39,TRUE,"1600617432216784896","1600851350795227141","1451683198446882819","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BNarararya",0,FALSE,FALSE,NA,NA
"51","RT @DitjenPajakRI: #KawanPajak sudah pernah bertemu dengan penyuluh pajak di Kantor Pajak?

-Sebuah Utas- https://t.co/iz0Dm5Rok8",FALSE,0,NA,2022-12-08 13:54:19,FALSE,NA,"1600851268612018176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","liddolmoonfairy",80,TRUE,FALSE,NA,NA
"52","RT @viraniramadhan: Kerja di djp tp tugas ngitung pajak dapet 25",FALSE,0,NA,2022-12-08 13:54:09,FALSE,NA,"1600851227679784961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hamamsaiff",1,TRUE,FALSE,NA,NA
"53","Jog mau nanya kalo mau bayar PKB (Pajak Kendaraan Motor) atau perpanjang stnk dari luar kota (jateng) bisa ga di jo… https://t.co/LHLHcamS3Y",FALSE,0,NA,2022-12-08 13:53:34,TRUE,NA,"1600851079926894595",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","jogjamnfs",0,FALSE,FALSE,NA,NA
"54","@joshibabies Pajak jadiannya gak ada nie 😌",FALSE,0,"joshibabies",2022-12-08 13:52:40,FALSE,"1600749947695300608","1600850852927123456","1553045685209284608","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zawaujaau",0,FALSE,FALSE,NA,NA
"55","RT @ayamkorengg: ❗️OPEN JASTIP KWANGYA JAKARTA BY ONADO ❗️

- Fee 15k untuk barang dibawah harga 200k
- Fee 20k untuk barang diatas 200k
-…",FALSE,0,NA,2022-12-08 13:52:23,FALSE,NA,"1600850784052080640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ippiiyaa",7,TRUE,FALSE,NA,NA
"56","@hipohan Mau dengar komentar para negarawan...duit pajak rakyat dipakai utk membiayai pernikahan anaknya raja..",FALSE,0,"hipohan",2022-12-08 13:51:18,FALSE,"1600825253181394944","1600850507928866816","227320530","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ABhungs",0,FALSE,FALSE,NA,NA
"57","@GiferyArdy Kayanya sepaket sih bang, simpatisan ukraina kan yg taat2 sama pajak😂",FALSE,0,"GiferyArdy",2022-12-08 13:50:32,FALSE,"1600815286806249472","1600850315435077633","545859045","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeckersNevus",0,FALSE,FALSE,NA,NA
"58","RT @yeyowhyu: LIST MERCH KWANGYA

(mostly nct)
(harga sudah termasuk pajak) https://t.co/t8J6dxuuIW",FALSE,0,NA,2022-12-08 13:50:14,FALSE,NA,"1600850240374202368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chanbaekgemes",2904,TRUE,FALSE,NA,NA
"59","RT @yeyowhyu: LIST MERCH KWANGYA

(mostly nct)
(harga sudah termasuk pajak) https://t.co/t8J6dxuuIW",FALSE,0,NA,2022-12-08 13:49:12,FALSE,NA,"1600849981120077824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sxlthnzxii_",2904,TRUE,FALSE,NA,NA
"60","RT @gidry3: @kentangkalis @rofidbiasawae @musofaibrahim01 @fullmoonfolks @HaryPinuji Well, kl gt jangan ajak2 keluarga orang (apalagi w) bu…",FALSE,0,NA,2022-12-08 13:49:11,FALSE,NA,"1600849978636718080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ADhaifullah_",1,TRUE,FALSE,NA,NA
"61","ga bisa dibilang pajak sih tapi lebih ke akuntansi sumpah bingung banget tdi dijelasin sama orgnya huhu😭",FALSE,0,NA,2022-12-08 13:46:59,FALSE,NA,"1600849421625069568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jkt48_primrose",0,FALSE,FALSE,NA,NA
"62","@lonjeun Kado dulu lah, baru pajak ultah. 😋",FALSE,0,"lonjeun",2022-12-08 13:46:53,FALSE,"1600693967531933698","1600849400091197440","1458863500525117441","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sungrhon",0,FALSE,FALSE,NA,NA
"63","day 8 (8/12/22)
- SO untuk pertama kalinya wkwkwk
- belajar pajak (demi Allah hamba bingung dgn drama per-neracaan… https://t.co/rHqF66VRdg",FALSE,0,"jkt48_primrose",2022-12-08 13:46:01,TRUE,"1600158106633138176","1600849178569379840","1075247983518601223","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jkt48_primrose",0,FALSE,FALSE,NA,NA
"64","RT @DonAdam68: Lha gimana gak miskin.
Ppn naik 11 %.
Pajak gaji naik 30%.
Cicilan rumah naik.
Bbm naik, Tol naik
Tiket pesawat termahal di…",FALSE,0,NA,2022-12-08 13:45:31,FALSE,NA,"1600849055017766912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iqbal59982172",1486,TRUE,FALSE,NA,NA
"65","@kring_pajak #lupaEFIN 
1. Pribadi
2. Sudah",FALSE,0,"kring_pajak",2022-12-08 13:44:46,FALSE,"1558745275753447424","1600848866022080512","4564565058","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fritz43057956",0,FALSE,FALSE,NA,NA
"66","RT @Kimi58486332: Nikahan sang pisang kaesang sudah rasa penjagaan KTT , urgensinya apa ? Berapa biaya operasional ? Bayangkan JIKA biaya p…",FALSE,0,NA,2022-12-08 13:44:45,FALSE,NA,"1600848859793887236",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elHarist",12,TRUE,FALSE,NA,NA
"67","9. SCORPIO 225cc CUSTOM - Double jok Caferacer &amp; Bratcafe

- Surat lengkap. Taat pajak. Plat 2024
- Plat F Bogor
-… https://t.co/s0oxdlqpbi",FALSE,1,"HoldenKlasik",2022-12-08 13:43:44,TRUE,"1600476750248837121","1600848603538493447","1391235014","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HoldenKlasik",0,FALSE,FALSE,NA,NA
"68","7. Starlet SE 1993
45jt nego
Pajak on
List kaca utuh
Mesin sehat bertenaga
Kipas radiator otomatis
Ac dingin
Lampu… https://t.co/AbiIAxZqwM",FALSE,3,"HoldenKlasik",2022-12-08 13:43:09,TRUE,"1600479075591913473","1600848456716881924","1391235014","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HoldenKlasik",1,FALSE,FALSE,NA,NA
"69","RT @PakBhabin_Badau: Hallo Sedare-sedare, Seperadik, seperungu,‼️

Yang nak mayar pajak mutor, mubel, neh.. Loh Pak Bhabin kasih Solusi bua…",FALSE,0,NA,2022-12-08 13:42:21,FALSE,NA,"1600848256757420032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","polsek_badau",1,TRUE,FALSE,NA,NA
"70","RT @yeyowhyu: LIST MERCH KWANGYA

(mostly nct)
(harga sudah termasuk pajak) https://t.co/t8J6dxuuIW",FALSE,0,NA,2022-12-08 13:42:09,FALSE,NA,"1600848208846295041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zeny_zettt",2904,TRUE,FALSE,NA,NA
"71","""Bukan berarti kita harus naikkan utang ya kita sekarang masih di rasio utang yang sehat. .Kalau bisa kita biayai A… https://t.co/NJrgekyQ32",FALSE,0,NA,2022-12-08 13:42:09,TRUE,NA,"1600848205050413057",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Harimau08623804",0,FALSE,FALSE,NA,NA
"72","@PisauKarat Otak walaun dah kena pajak...tunjuk gambar ni pun diorg kata edit 🤣",FALSE,0,"PisauKarat",2022-12-08 13:41:37,FALSE,"1600803110074847232","1600848072057454595","269365818","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ashcrow01",0,FALSE,FALSE,NA,NA
"73","Dirjen Pajak Kemenkeu Suryo Utomo punya harta Rp 14.452.944.568. Dari harta itu terdiri terdapat mobil dan motor se… https://t.co/uLzYajPDPW",FALSE,9,NA,2022-12-08 13:40:53,TRUE,NA,"1600847889319747586",NA,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>","detikcom",2,FALSE,FALSE,NA,NA
"74","RT @tegal_txt: @neohistoria_id Sementara ibu bapak dan kakek neneknya dulu harus membayar pajak sepeda onthel &amp; pajak televisi. Itupun cuma…",FALSE,0,NA,2022-12-08 13:40:51,FALSE,NA,"1600847881552162816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kliiyyy",1,TRUE,FALSE,NA,NA
"75","@kring_pajak apa bisa minta kode billing dengan mencantumkan NTPN ??",FALSE,0,"kring_pajak",2022-12-08 13:40:33,FALSE,NA,"1600847802967261184","4564565058","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","windy_ekap",0,FALSE,FALSE,NA,NA
"76","@sulaima88004037 @gibran_tweet Situ bayar pajak ga.. 
Ada npwp ga.. 
😁",FALSE,0,"sulaima88004037",2022-12-08 13:40:04,FALSE,"1600727454582439936","1600847682393997313","1425626822411132931","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","renoapriadi",0,FALSE,FALSE,NA,NA
